title,genres
Lilting (2014),Drama
Maps to the Stars (2014),Drama
Boyhood (2014),Drama
"Internet's Own Boy: The Story of Aaron Swartz, The (2014)",Documentary
Honey (Miele) (2013),Drama
Tammy (2014),Comedy
Whiplash (2014),Drama
Dawn of the Planet of the Apes (2014),Sci-Fi
Sex Tape (2014),Comedy
A Most Wanted Man (2014),Thriller
Felony (2013),Thriller
White Frog (2012),Drama
"Inbetweeners 2, The (2014)",Comedy
If I Stay (2014),Drama
"Two Days, One Night (Deux jours, une nuit) (2014)",Drama
"Guest, The (2014)",Thriller
Honeymoon (2014),Horror
The Skeleton Twins (2014),Drama
Beautiful Losers (2008),Documentary
Camp X-Ray (2014),Drama
Cesar Chavez (2014),Drama
Who Am I (Kein System Ist Sicher) (2014),Thriller
Annabelle (2014),Horror
"Judge, The (2014)",Drama
"Culture High, The (2014)",Documentary
St. Vincent (2014),Comedy
Leviathan (2014),Drama
Reign of Assassins (2010),Action
Tangerines (2013),Drama
Ski School (1991),Comedy
Dumb and Dumber To (2014),Comedy
Miss Meadows (2014),Drama
Too Many Cooks (2014),Comedy
Hello Ladies: The Movie (2014),Comedy
Watermark (2014),Documentary
Citizenfour (2014),Documentary
La Belle Verte (1996),Comedy
Still Alice (2014),Drama
Omega Doom (1996),Sci-Fi
Bring It On: In It To Win It (2007),Comedy
Fans (1999),Comedy
Selma (2014),Drama
Good Copy Bad Copy (2007),Documentary
National Lampoon's Bag Boy (2007),Comedy
Dave Chappelle: For What it's Worth (2004),Comedy
Mommy (2014),Drama
Wild (2014),Drama
Top Five (2014),Comedy
Bill Burr: I'm Sorry You Feel That Way (2014),Comedy
Big Eyes (2014),Drama
Bill Burr: You People Are All the Same (2012),Comedy
Corner Gas: The Movie (2014),Comedy
A Merry Friggin' Christmas (2014),Comedy
The Salt of the Earth (2014),Documentary
The Fool (2014),Drama
By the Law (1926),Drama
John Mulaney: New In Town (2012),Comedy
Patton Oswalt: My Weakness Is Strong (2009),Comedy
Houdini (2014),Drama
The Hungover Games (2014),Comedy
The Duke of Burgundy (2014),Drama
Red Army (2014),Documentary
It Follows (2014),Horror
Bill Burr: Let It Go (2010),Comedy
Bill Burr: Why Do I Do This? (2008),Comedy
Sebastian Maniscalco: What's Wrong with People? (2012),Comedy
Oblivion 2: Backlash (1996),Sci-Fi
Jim Jefferies: I Swear to God (2009),Comedy
Tornado! (1996),Action
Cake (2014),Drama
Kevin Smith: Too Fat For 40 (2010),Comedy
American Heist (2015),Action
The DUFF (2015),Comedy
Louis C.K.: Live at The Comedy Store (2015),Comedy
The End of the Tour (2015),Drama
Experimenter (2015),Drama
Mistress America (2015),Comedy
Kurt Cobain: Montage of Heck (2015),Documentary
Going Clear: Scientology and the Prison of Belief (2015),Documentary
"What Happened, Miss Simone? (2015)",Documentary
A Story of Children and Film (2013),Documentary
"Story of Film: An Odyssey, The (2011)",Documentary
Eden (2014),Drama
The D Train (2015),Comedy
Me and Earl and the Dying Girl (2015),Drama
The Overnight (2015),Comedy
The Loft (2014),Thriller
Kevin Hart: I'm a Grown Little Man (2009),Comedy
Jim Norton: American Degenerate (2013),Comedy
Jim Jefferies: BARE (2014),Comedy
Patton Oswalt: Tragedy Plus Comedy Equals Time (2014),Comedy
The Wedding Ringer (2015),Comedy
I'm Here (2010),Drama
Crimson Peak (2015),Horror
Chris Rock: Bigger & Blacker (1999),Comedy
The Natural Love (1996),Documentary
The Forgotten Space (2010),Documentary
Tom Segura: Completely Normal (2014),Comedy
Eddie Izzard: Glorious (1997),Comedy
Reality (2014),Comedy
George Carlin: It's Bad for Ya! (2008),Comedy
Tracers (2015),Action
"McFarland, USA (2015)",Drama
Unfinished Business (2015),Comedy
La vérité si je mens ! (1997),Comedy
George Carlin: Life Is Worth Losing (2005),Comedy
Legend No. 17 (2013),Drama
That Sugar Film (2014),Documentary
What Men Talk About (2010),Comedy
Kill Me Three Times (2014),Thriller
Reckless Kelly (1994),Comedy
The Jinx: The Life and Deaths of Robert Durst (2015),Documentary
Libre et assoupi (2014),Comedy
Woman in Gold (2015),Drama
Iliza Shlesinger: Freezing Hot (2015),Comedy
The Malibu Bikini Shop (1986),Comedy
Breathe (2014),Drama
Comedy Central Roast of James Franco (2013),Comedy
We Could Be King (2014),Documentary
Pitch Perfect 2 (2015),Comedy
Carry On Don't Lose Your Head (1966),Comedy
Radio Day (2008),Comedy
Return to Sender (2015),Thriller
Elections Day (2007),Comedy
Youth (2015),Drama
Hot Girls Wanted (2015),Documentary
The Taming of the Scoundrel (1980),Comedy
Phir Hera Pheri (2006),Comedy
Turtle Power: The Definitive History of the Teenage Mutant Ninja Turtles (2014),Documentary
Entourage (2015),Comedy
Bitter Lake (2015),Documentary
No Way Jose (2015),Comedy
Ghost Graduation (2012),Comedy
The Wolfpack (2015),Documentary
Love & Mercy (2014),Drama
Bruce Lee: A Warrior's Journey (2000),Documentary
Five Element Ninjas (1982),Action
Ted 2 (2015),Comedy
Gabriel Iglesias: Hot and Fluffy (2007),Comedy
George Carlin: Back in Town (1996),Comedy
George Carlin: You Are All Diseased (1999),Comedy
Larry David: Curb Your Enthusiasm (1999),Comedy
Jeff Dunham: All Over the Map (2014),Comedy
The FP (2012),Comedy
Steve Jobs (2015),Drama
Macbeth (2015),Drama
The Face of an Angel (2015),Drama
Search Party (2014),Comedy
Careful What You Wish For (2015),Thriller
The Eye: Infinity (2005),Horror
Mortuary (1983),Horror
April Morning (1988),Drama
Amy (2015),Documentary
7 Days in Hell (2015),Comedy
13 Hours (2016),Drama
The Opposite Sex (2014),Comedy
Joe Dirt 2: Beautiful Loser (2015),Comedy
Exte: Hair Extensions (2007),Horror
Colonia (2016),Thriller
Always Watching: A Marble Hornets Story (2015),Horror
Madly in Love (1981),Comedy
The Intern (2015),Comedy
Room (2015),Drama
The Runner (2015),Drama
George Carlin: Jammin' in New York (1992),Comedy
The Witch (2015),Horror
Straight Outta Compton (2015),Drama
Invincible Shaolin (1978),Action
Suffragette (2015),Drama
Fort Tilden (2014),Comedy
War Room (2015),Drama
The Danish Girl (2015),Drama
Old Men: Robbers (1971),Comedy
It Can't Be! (1975),Comedy
Steve Jobs: The Man in the Machine (2015),Documentary
Oscar (1967),Comedy
The Blue Planet (2001),Documentary
Demolition (2016),Drama
The Night Before (2015),Comedy
Spotlight (2015),Thriller
Pawn Sacrifice (2015),Drama
Burnt (2015),Drama
If I Were a Rich Man (2002),Comedy
Last Shift (2014),Horror
"F*ck You, Goethe 2 (2015)",Comedy
Garam Masala (2005),Comedy
Human (2015),Documentary
"Hail, Caesar! (2016)",Comedy
How To Change The World (2015),Documentary
Er ist wieder da (2015),Comedy
Just Eat It: A Food Waste Story (2014),Documentary
Bros Before Hos (2013),Comedy
Rock the Kasbah (2015),Comedy
Nowitzki: The Perfect Shot (2014),Documentary
Trumbo (2015),Drama
Idaho Transfer (1973),Sci-Fi
Concussion (2015),Drama
Formula of Love (1984),Comedy
Blue Mountain State: The Rise of Thadland (2015),Comedy
Creed (2015),Drama
Twinsters (2015),Documentary
Le Maître d'école (1981),Comedy
What Men Still Talk About (2011),Comedy
Doctor Who: A Christmas Carol (2010),Sci-Fi
Doctor Who: The Runaway Bride (2007),Sci-Fi
Masked Avengers (1981),Action
Hitchcock/Truffaut (2015),Documentary
A Very Murray Christmas (2015),Comedy
Truth (2015),Drama
Just Jim (2015),Comedy
"Big Short, The (2015)",Drama
Applesauce (2015),Comedy
John Mulaney: The Comeback Kid (2015),Comedy
Mojave (2015),Thriller
Zoolander 2 (2016),Comedy
Devil Dog: The Hound of Hell (1978),Horror
Daddy's Home (2015),Comedy
Standoff (2016),Thriller
The Devil's Candy (2015),Horror
Moonwalkers (2015),Comedy
Tomorrow (2015),Documentary
Wiener-Dog (2016),Comedy
Maggie's Plan (2015),Comedy
Eddie the Eagle (2016),Comedy
Exposed (2016),Drama
Stonewall (2015),Drama
Dirty Grandpa (2016),Comedy
Requiem for the American Dream (2015),Documentary
Race (2016),Drama
10 Cloverfield Lane (2016),Thriller
Desierto (2016),Drama
The Brothers Grimsby (2016),Comedy
Dad's Army (1971),Comedy
Michael Jackson's Thriller (1983),Horror
The Wait (2015),Drama
Southbound (2016),Horror
Ip Man 3 (2015),Action
Who Killed Chea Vichea? (2010),Documentary
Dad's Army (2016),Comedy
The Barkley Marathons: The Race That Eats Its Young (2015),Documentary
Fraktus (2012),Comedy
My Big Fat Greek Wedding 2 (2016),Comedy
Get a Job (2016),Comedy
Keanu (2016),Comedy
Me Him Her (2015),Comedy
Everybody Wants Some (2016),Comedy
Sing Street (2016),Drama
Neighbors 2: Sorority Rising (2016),Comedy
Hush (2016),Thriller
Jimmy Carr: Telling Jokes (2009),Comedy
Jimmy Carr: Making People Laugh (2010),Comedy
The Man Who Knew Infinity (2016),Drama
Barbershop: The Next Cut (2016),Comedy
The Boss (2016),Comedy
Kicking Off (2016),Comedy
Buck Rogers in the 25th Century (1979),Sci-Fi
World of Glory (1991),Comedy
The Crew (2016),Action
My Scientology Movie (2016),Documentary
Captain Fantastic (2016),Drama
Toni Erdmann (2016),Drama
Comedy of the Strict Regime (1993),Comedy
The Do-Over (2016),Comedy
Death Smiles on a Murderer (1973),Horror
The Fundamentals of Caring (2016),Drama
Popstar: Never Stop Never Stopping (2016),Comedy
Planet Earth (2006),Documentary
Bo Burnham: Make Happy (2016),Comedy
The Conjuring 2 (2016),Horror
Pelé: Birth of a Legend (2016),Drama
O.J.: Made in America (2016),Documentary
Genius (2016),Drama
Jason Bourne (2016),Action
The Maid's Room (2014),Thriller
Mike & Dave Need Wedding Dates (2016),Comedy
Lights Out (2016),Horror
Indignation (2016),Drama
Goat (2016),Drama
Marauders (2016),Action
Satanic (2016),Horror
Sully (2016),Drama
Jim Jefferies: Freedumb (2016),Comedy
Webmaster (1998),Sci-Fi
War Dogs (2016),Comedy
Vigilante Diaries (2016),Action
Bad Moms (2016),Comedy
Don't Breathe (2016),Thriller
The Edge of Seventeen (2016),Comedy
Elle (2016),Thriller
Tom Segura: Mostly Stories (2016),Comedy
Moonlight,Drama
Deepwater Horizon (2016),Drama
The Girl on the Train (2016),Thriller
Comedy Central Roast of David Hasselhoff (2010),Comedy
David Cross: Making America Great Again (2016),Comedy
31 (2016),Horror
Arrival (2016),Sci-Fi
All Roads Lead to Rome (2016),Comedy
Amanda Knox (2016),Documentary
Gimme Danger (2016),Documentary
13th (2016),Documentary
London Town (2016),Drama
Keeping Up with the Joneses (2016),Comedy
Wild Oats (2016),Comedy
Joe Rogan: Triggered (2016),Comedy
Flowers for Algernon (2000),Drama
Manchester by the Sea (2016),Drama
Lion (2016),Drama
The Thinning (2016),Thriller
Bad Santa 2 (2016),Comedy
Ice Guardians (2016),Documentary
Risk (2016),Documentary
HyperNormalisation (2016),Documentary
Office Christmas Party (2016),Comedy
Miss Sloane (2016),Thriller
Hidden Figures (2016),Drama
Fences (2016),Drama
The Founder (2016),Drama
Why Him? (2016),Comedy
I Am Not Your Negro (2017),Documentary
Iron Man (1931),Drama
Microwave Massacre (1983),Horror
Fist Fight (2017),Comedy
Shakespeare Behind Bars (2005),Documentary
"Dana Carvey: Straight White Male, 60 (2016)",Comedy
Joe Rogan: Live (2006),Comedy
Jim Gaffigan: Cinco (2017),Comedy
Get Out (2017),Horror
100 Streets (2016),Drama
Mudbound (2017),Drama
Bill Burr: Walk Your Way Out (2017),Comedy
Neal Brennan: 3 Mics (2017),Comedy
American Fable (2017),Thriller
The Void (2016),Horror
Guyver: Dark Hero (1994),Sci-Fi
Denis Leary: No Cure for Cancer (1993),Comedy
Dave Chappelle: The Age of Spin (2017),Comedy
Dave Chappelle: Deep in the Heart of Texas (2017),Comedy
The Quiet Family (1998),Comedy
Gifted (2017),Drama
Sandy Wexler (2017),Comedy
Betting on Zero (2016),Documentary
Win It All (2017),Comedy
Planet Earth II (2016),Documentary
The Hero (2017),Drama
"Nobody Speak: Hulk Hogan, Gawker and Trials of a Free Press (2017)",Documentary
Robin Williams: Live on Broadway (2002),Comedy
The Death of Louis XIV (2016),Drama
Munna bhai M.B.B.S. (2003),Comedy
Stefan Zweig: Farewell to Europe (2016),Drama
Saved by the Bell: Hawaiian Style (1992),Comedy
The Night Before (1988),Comedy
Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog (2004),Comedy
Get Me Roger Stone (2017),Documentary
Tickling Giants (2017),Documentary
The Square (2017),Drama
The Meyerowitz Stories (2017),Comedy
Tokyo Idols (2017),Documentary
Vir Das: Abroad Understanding (2017),Comedy
"Norm Macdonald: Hitler's Dog, Gossip & Trickery (2017)",Comedy
Shadow World (2016),Documentary
Tiger Raid (2016),Thriller
Atomic Blonde (2017),Thriller
Empties (2007),Comedy
Goon: Last of the Enforcers (2017),Comedy
Obsession (1965),Comedy
"Oh, Hello: On Broadway (2017)",Comedy
Don Camillo in Moscow (1965),Comedy
The House (2017),Comedy
Logan Lucky (2017),Comedy
Annabelle: Creation (2017),Horror
It (2017),Horror
Rory Scovel Tries Stand-Up for the First Time (2017),Comedy
A German Life (2016),Documentary
Self-criticism of a Bourgeois Dog (2017),Comedy
Der Herr Karl (1961),Comedy
Ari Shaffir: Double Negative (2017),Comedy
Blade Runner 2049 (2017),Sci-Fi
Bliss (2012),Drama
Icarus (2017),Documentary
Geostorm (2017),Action
Maz Jobrani: Immigrant (2017),Comedy
Lady Bird (2017),Comedy
"I, Tonya (2017)",Drama
Adventures in Plymptoons! (2011),Documentary
Gaga: Five Foot Two (2017),Documentary
Dave Chappelle: Killin' Them Softly (2000),Comedy
Male Hunt (1964),Comedy
The Death of Stalin (2017),Comedy
Blue Planet II (2017),Documentary
Christina P: Mother Inferior (2017),Comedy
Dane Cook: Troublemaker (2014),Comedy
Wonder Wheel (2017),Drama
LBJ (2017),Drama
A Bad Moms Christmas (2017),Comedy
Molly's Game (2017),Drama
Wonder (2017),Drama
Jim & Andy: The Great Beyond (2017),Documentary
Die Frauen von Ravensbrück (2005),Documentary
The Greatest Showman (2017),Drama
Jack Whitehall: At Large (2017),Comedy
Lynne Koplitz: Hormonal Beast (2017),Comedy
Craig Ferguson: Tickle Fight (2017),Comedy
Judd Apatow: The Return (2017),Comedy
The Purple Sea (2009),Drama
Dave Chappelle: Equanimity (2017),Comedy
Quest (2017),Documentary
Dave Chappelle: The Bird Revelation (2017),Comedy
The Clapper (2018),Comedy
Tom Segura: Disgraceful (2018),Comedy
When We First Met (2018),Comedy
De platte jungle (1978),Documentary
Fred Armisen: Standup for Drummers (2018),Comedy
Blockers (2018),Comedy
Won't You Be My Neighbor? (2018),Documentary
Tag (2018),Comedy
Spiral (2018),Documentary
Jeff Ross Roasts the Border (2017),Comedy
John From (2015),Drama
Liquid Truth (2017),Drama
Hommage à Zgougou (et salut à Sabine Mamou) (2002),Documentary
Jon Stewart Has Left the Building (2015),Documentary
Flint (2017),Drama
Andrew Dice Clay: Dice Rules (1991),Comedy
